Customer Account ID,Site ID,Modem Serial Number,Model,Connection Speed (Mbps),Uptime (days),Signal Strength (dBm),Packet Loss (%),Error Rate (%),SNR (Signal-to-Noise Ratio),RSSI (Received Signal Strength Indicator),Modulation Type,Error Type,Error Count,Temperature (°C),Power Level (dBm),Last Checkup Date,Failure Date,Next Predicted Failure (days)
ACC-28880,SITE-5333,a4c56670,Motorola MB7621,401.9,103,-92.8,9.85,3.09,11.97,-81.26,QAM256,Packet Drops,340,44.9,-4.86,2021-01-29,2021-10-15,259
ACC-87743,SITE-2962,b6de382e,Arris TG2492,1215.51,246,-46.8,4.95,1.15,33.46,-76.65,QAM256,CRC Errors,398,77.8,-8.63,2020-05-26,2021-02-26,276
ACC-11704,SITE-9916,cef93fa0,Technicolor CGM4231,828.62,71,-85.1,7.24,4.47,33.15,-47.71,QAM64,Overheating,213,78.2,2.54,2021-11-12,2022-05-11,180
ACC-47719,SITE-5011,e3e8e6cb,Motorola MB7621,1311.0,215,-67.9,1.49,2.37,18.78,-54.02,QAM16,CRC Errors,299,70.9,-1.29,2020-02-29,2020-08-13,166
ACC-32228,SITE-6058,4aa22b1c,TP-Link Archer C7,500.75,365,-63.1,2.02,2.56,45.99,-58.79,QAM16,Sync Loss,370,59.5,2.73,2020-12-18,2021-09-14,270
ACC-60928,SITE-9842,e98959b5,Technicolor CGM4231,895.47,349,-79.6,9.83,3.8,49.78,-73.34,QAM256,Packet Drops,474,84.7,9.06,2022-06-24,2022-09-28,96
ACC-82576,SITE-8354,5466384c,Motorola MB7621,1382.71,345,-63.3,3.85,0.01,41.16,-116.35,QAM16,Signal Fading,155,75.0,7.93,2021-07-11,2022-07-05,359
ACC-55697,SITE-4587,2d392d64,Arris TG2492,1462.43,62,-59.2,7.17,2.25,37.8,-90.94,QAM16,CRC Errors,200,84.9,6.83,2021-04-14,2021-10-26,195
ACC-57268,SITE-4381,63be44f8,Arris TG2492,676.63,173,-74.8,4.12,3.12,22.19,-74.56,QAM16,Overheating,116,57.7,-0.85,2023-08-11,2024-02-27,200
ACC-56370,SITE-2019,c3bbe87c,Technicolor CGM4231,168.72,201,-55.8,3.85,3.71,11.06,-57.12,QAM16,Signal Fading,216,69.1,3.7,2022-07-08,2023-04-23,289
ACC-17838,SITE-1290,0f1d8944,TP-Link Archer C7,680.38,73,-55.4,9.12,0.21,33.96,-90.11,QPSK,Signal Fading,49,40.2,-6.79,2020-08-20,2020-09-27,38
ACC-31311,SITE-9080,e577c3e6,Technicolor CGM4231,483.75,251,-56.6,1.3,0.7,48.58,-118.54,QPSK,Signal Fading,360,75.4,-7.12,2022-09-23,2023-08-07,318
ACC-84908,SITE-1118,6af09873,Arris TG2492,1453.49,115,-63.0,2.79,2.05,39.64,-116.5,QAM256,Signal Fading,386,58.0,6.07,2020-07-15,2021-03-12,240
ACC-97417,SITE-3211,591bfe07,TP-Link Archer C7,225.85,225,-35.6,0.13,2.11,18.13,-97.62,QPSK,Sync Loss,220,67.5,-1.05,2021-02-11,2021-07-28,167
ACC-67401,SITE-8436,39fac7a8,TP-Link Archer C7,968.19,233,-36.7,9.37,3.72,25.54,-57.95,QAM64,CRC Errors,101,41.3,4.93,2022-02-23,2022-10-14,233
ACC-89233,SITE-7818,70eef54b,Netgear CM500,1047.28,178,-30.8,1.23,1.7,40.56,-70.26,QAM64,Overheating,128,39.3,-3.82,2022-11-11,2023-10-05,328
ACC-78855,SITE-8411,0e4b354f,Motorola MB7621,678.55,94,-62.4,3.2,0.78,47.3,-119.38,QAM256,Packet Drops,24,43.0,0.61,2022-10-30,2023-04-16,168
ACC-60643,SITE-1287,40efc13a,TP-Link Archer C7,1193.05,302,-92.5,2.15,1.7,28.63,-48.36,QAM64,Sync Loss,475,55.0,-8.55,2020-10-29,2020-11-21,23
ACC-29519,SITE-5176,dee4458c,TP-Link Archer C7,607.32,219,-61.4,6.82,4.86,43.47,-82.33,QAM64,Overheating,109,50.5,-1.85,2020-02-27,2020-10-28,244
ACC-20430,SITE-9631,95cb01f9,Technicolor CGM4231,432.64,71,-40.2,0.53,3.7,22.09,-95.13,QAM16,Sync Loss,229,50.0,-4.96,2023-04-16,2023-11-25,223
ACC-70035,SITE-5222,e51d8170,Technicolor CGM4231,1063.82,83,-90.3,3.07,2.41,41.29,-107.05,QAM16,Signal Fading,462,70.3,-3.26,2020-06-22,2021-06-12,355
ACC-27470,SITE-9274,0710004d,Motorola MB7621,1416.42,193,-69.0,4.59,2.0,38.33,-108.02,QPSK,Signal Fading,475,49.9,-1.48,2020-03-05,2020-10-23,232
ACC-10382,SITE-1565,ced885cf,TP-Link Archer C7,637.39,262,-65.9,9.44,3.62,45.25,-118.56,QAM64,CRC Errors,410,60.8,4.53,2023-01-09,2023-10-07,271
ACC-44718,SITE-4599,c3da22a3,Motorola MB7621,344.21,230,-73.1,1.51,4.71,24.71,-64.01,QAM64,Packet Drops,459,70.0,-5.28,2022-06-29,2023-01-06,191
ACC-63012,SITE-1506,edbd4587,Netgear CM500,454.16,25,-88.5,9.5,2.41,44.74,-63.16,QAM64,Sync Loss,35,43.9,-1.49,2022-01-12,2022-03-23,70
ACC-90623,SITE-9796,c0f9e776,Netgear CM500,859.98,213,-33.7,9.92,2.27,16.15,-112.14,QAM256,Signal Fading,489,80.7,7.15,2022-01-22,2023-01-04,347
ACC-19877,SITE-2272,ac0f8b16,Technicolor CGM4231,888.38,165,-80.9,9.66,0.06,21.23,-83.6,QPSK,CRC Errors,255,34.1,-8.46,2022-02-08,2022-06-28,140
ACC-92233,SITE-4925,01aef5d7,Arris TG2492,1153.18,67,-52.2,2.38,0.41,30.58,-85.03,QPSK,CRC Errors,18,76.2,-5.68,2021-05-02,2021-05-15,13
ACC-77001,SITE-9850,907bd462,Netgear CM500,1363.49,235,-47.1,5.26,2.95,10.87,-56.5,QPSK,Sync Loss,441,74.3,9.0,2022-10-21,2022-12-23,63
ACC-10903,SITE-2695,3e1c6ace,TP-Link Archer C7,1309.42,209,-65.8,2.82,4.39,35.19,-73.04,QAM256,CRC Errors,9,67.5,7.91,2022-02-02,2022-05-25,112
ACC-37606,SITE-8834,0f89fdba,Technicolor CGM4231,368.01,205,-82.6,2.71,2.37,19.86,-113.57,QAM256,Packet Drops,280,70.6,-4.07,2020-11-15,2021-04-20,156
ACC-52231,SITE-6204,bb84a30a,Arris TG2492,741.36,148,-45.4,8.77,3.17,32.19,-40.62,QAM256,Overheating,344,47.7,0.83,2022-01-28,2023-01-20,357
ACC-41952,SITE-6519,39509ae3,Arris TG2492,590.69,19,-79.6,6.33,0.08,33.07,-112.37,QAM64,CRC Errors,92,59.0,-3.77,2021-09-30,2021-12-06,67
ACC-99183,SITE-1604,76bd6030,Arris TG2492,1433.45,198,-47.5,7.6,4.78,29.85,-51.6,QAM256,Signal Fading,108,69.3,2.06,2023-11-29,2024-05-16,169
ACC-64147,SITE-6886,c9ad3692,Technicolor CGM4231,111.68,90,-38.8,7.69,0.39,12.05,-76.18,QAM16,Packet Drops,286,58.9,-4.98,2022-01-21,2022-09-02,224
ACC-22845,SITE-6472,9b14f4c8,Motorola MB7621,1146.92,309,-46.5,8.87,1.92,37.83,-55.91,QPSK,Overheating,198,72.1,-8.92,2021-08-24,2022-05-14,263
ACC-82236,SITE-7545,bd4a701c,Motorola MB7621,908.13,159,-71.8,6.7,4.98,34.91,-78.67,QAM256,CRC Errors,252,38.9,5.59,2021-03-05,2022-02-26,358
ACC-16697,SITE-4747,9fddc63e,TP-Link Archer C7,620.43,59,-77.3,6.95,3.21,31.06,-97.31,QPSK,Sync Loss,370,73.4,-7.77,2022-10-30,2023-06-20,233
ACC-86339,SITE-1812,ae032e5b,TP-Link Archer C7,450.01,126,-61.4,4.68,2.92,16.29,-53.32,QAM16,Overheating,377,80.9,1.83,2023-03-16,2023-08-20,157
ACC-79199,SITE-7472,81ed2f95,Technicolor CGM4231,1109.36,346,-75.0,8.08,3.28,40.41,-65.96,QAM64,Signal Fading,473,82.0,-4.26,2022-08-02,2022-12-15,135
ACC-62570,SITE-5695,67487f27,Motorola MB7621,1229.16,231,-67.4,2.02,4.5,11.84,-90.23,QAM256,Sync Loss,154,42.0,-0.79,2020-11-02,2021-10-03,335
ACC-88758,SITE-3537,e94e9afa,Motorola MB7621,706.37,194,-88.1,6.0,2.74,45.36,-113.1,QAM64,Overheating,464,35.5,-5.11,2021-07-24,2022-05-17,297
ACC-45386,SITE-9953,66e786a4,Technicolor CGM4231,885.59,15,-91.0,9.38,2.18,43.45,-53.16,QAM256,Signal Fading,453,65.2,-1.79,2020-09-16,2020-12-22,97
ACC-20845,SITE-5832,fa4fcf7b,Arris TG2492,288.63,359,-82.4,3.83,2.44,47.95,-52.77,QAM64,Sync Loss,157,69.1,-5.94,2023-03-06,2023-04-03,28
ACC-60065,SITE-4385,d8cd057a,Motorola MB7621,1428.36,228,-82.9,4.04,2.13,37.52,-48.14,QPSK,Packet Drops,495,80.6,5.72,2020-08-05,2021-06-10,309
ACC-12721,SITE-6035,be489a21,Arris TG2492,1330.47,143,-77.3,0.71,4.46,45.26,-61.77,QAM64,Packet Drops,79,60.3,6.51,2020-08-16,2021-02-09,177
ACC-70500,SITE-1087,d3743291,Netgear CM500,398.68,282,-62.1,4.18,0.83,44.57,-103.77,QAM16,Signal Fading,98,74.4,2.17,2022-05-06,2023-02-07,277
ACC-23745,SITE-8887,24881d3c,Motorola MB7621,245.97,232,-32.1,6.11,3.31,49.02,-58.72,QAM64,Packet Drops,214,84.6,5.61,2023-01-11,2023-07-28,198
ACC-99749,SITE-6545,9a73a156,Netgear CM500,953.57,337,-36.4,3.42,3.29,30.78,-40.67,QPSK,Sync Loss,144,55.5,1.89,2022-03-21,2023-03-19,363
ACC-28488,SITE-2897,6166e6c7,Motorola MB7621,1302.24,275,-33.0,0.83,2.14,24.0,-58.66,QPSK,Signal Fading,130,71.0,-6.62,2021-04-17,2021-10-07,173
ACC-52794,SITE-6270,dad2087c,Netgear CM500,460.32,321,-44.8,1.53,4.83,26.53,-91.51,QAM64,Packet Drops,7,66.0,1.86,2022-02-21,2023-01-27,340
ACC-27138,SITE-5563,32a998af,Motorola MB7621,406.72,358,-53.1,8.45,3.52,13.2,-97.29,QAM64,Packet Drops,90,76.3,-2.49,2022-06-26,2023-04-25,303
ACC-86906,SITE-6114,3692daad,Technicolor CGM4231,1127.67,68,-71.2,1.39,2.43,21.79,-91.3,QAM64,Sync Loss,22,63.3,-5.68,2020-11-05,2021-08-08,276
ACC-56276,SITE-8636,aaa8d181,Technicolor CGM4231,1020.95,148,-36.2,2.12,2.97,28.97,-78.76,QAM16,Signal Fading,178,71.8,6.75,2021-02-21,2021-10-25,246
ACC-44822,SITE-1299,3618a40b,Motorola MB7621,956.87,147,-98.7,4.57,3.01,46.12,-114.54,QAM16,Sync Loss,159,41.4,6.83,2021-09-05,2021-11-22,78
ACC-68878,SITE-9274,25e06e55,Netgear CM500,1075.35,95,-31.9,6.22,0.71,38.85,-65.26,QAM64,CRC Errors,191,65.8,-1.54,2021-03-09,2021-04-24,46
ACC-36107,SITE-1805,2b94197e,Motorola MB7621,458.42,5,-47.0,0.23,0.47,40.74,-49.28,QPSK,Signal Fading,476,60.8,-1.28,2020-10-21,2021-04-12,173
ACC-88302,SITE-7049,b85274d7,Motorola MB7621,634.87,146,-37.5,8.98,3.66,11.69,-48.1,QPSK,Sync Loss,333,50.9,6.52,2023-05-21,2024-01-24,248
ACC-94232,SITE-2508,eeba1582,Netgear CM500,554.61,133,-50.8,1.02,1.04,40.41,-53.74,QPSK,Signal Fading,347,50.9,0.32,2023-01-28,2023-12-04,310
ACC-86840,SITE-3210,b8f802c8,Arris TG2492,1043.16,230,-91.3,5.24,4.15,31.1,-99.3,QPSK,Overheating,62,51.3,9.0,2021-07-12,2021-08-13,32
ACC-92413,SITE-4859,00742d51,TP-Link Archer C7,1361.13,23,-89.0,5.47,2.17,23.64,-56.96,QAM256,Sync Loss,211,82.7,-2.45,2023-08-21,2023-09-12,22
ACC-38210,SITE-9129,d7f62485,TP-Link Archer C7,1368.29,262,-48.0,7.01,4.99,10.32,-53.75,QPSK,Packet Drops,468,72.2,2.61,2023-04-28,2023-08-28,122
ACC-46070,SITE-7008,cba56528,Motorola MB7621,438.95,308,-80.5,0.62,3.1,36.55,-71.21,QPSK,Signal Fading,145,75.4,-1.16,2020-07-31,2021-02-14,198
ACC-56661,SITE-2422,f7abddf3,TP-Link Archer C7,580.77,153,-36.5,7.54,1.24,38.01,-99.62,QAM64,Overheating,105,34.6,-5.81,2023-06-30,2023-11-24,147
ACC-35062,SITE-6579,de841856,Arris TG2492,1141.8,271,-81.9,4.82,1.04,19.51,-99.13,QAM256,Packet Drops,112,85.0,-4.82,2020-06-07,2021-04-20,317
ACC-79952,SITE-1198,40870b31,Arris TG2492,1395.54,90,-35.8,1.81,2.85,29.05,-117.92,QAM64,CRC Errors,226,72.7,-4.66,2020-08-13,2020-11-08,87
ACC-87350,SITE-5073,8590478a,TP-Link Archer C7,408.59,143,-78.7,4.4,2.72,13.53,-48.89,QAM64,Signal Fading,294,73.4,1.38,2022-11-02,2023-06-18,228
ACC-23821,SITE-9865,772d9967,Motorola MB7621,743.26,140,-99.3,9.08,3.68,32.93,-47.18,QAM64,Sync Loss,13,46.6,5.81,2021-07-09,2021-12-13,157
ACC-31649,SITE-4908,fa958e99,TP-Link Archer C7,179.21,121,-74.3,9.69,0.03,40.76,-64.65,QPSK,Sync Loss,345,67.5,-6.3,2021-03-15,2022-02-04,326
ACC-79734,SITE-9955,bbaf43bc,Netgear CM500,646.82,154,-64.4,6.79,1.72,46.89,-90.82,QAM256,Signal Fading,265,43.6,1.0,2020-05-17,2021-03-04,291
ACC-51114,SITE-8949,df7c5d22,Technicolor CGM4231,1011.53,240,-61.9,5.32,0.23,10.84,-42.58,QAM64,Overheating,323,66.2,7.94,2022-08-15,2023-01-18,156
ACC-29059,SITE-4435,cec689be,TP-Link Archer C7,921.22,301,-41.3,9.38,1.08,25.43,-71.12,QAM16,Sync Loss,377,74.4,7.93,2021-11-21,2021-12-02,11
ACC-67733,SITE-9310,106444bc,Technicolor CGM4231,1138.78,364,-56.3,4.85,4.27,28.85,-115.61,QAM16,Overheating,384,33.7,0.26,2023-02-05,2023-06-25,140
ACC-89491,SITE-6406,41a45d0f,Technicolor CGM4231,968.27,332,-35.1,1.08,4.27,36.07,-61.48,QAM16,Packet Drops,214,79.6,5.41,2020-07-15,2021-06-15,335
ACC-32325,SITE-8609,22325cab,Netgear CM500,1427.26,351,-30.3,1.68,0.45,27.85,-56.1,QAM16,Sync Loss,277,72.8,-7.14,2022-06-02,2022-11-11,162
ACC-63846,SITE-3237,3cbf97fe,Technicolor CGM4231,1136.82,283,-66.7,1.68,1.45,10.25,-66.25,QAM64,Overheating,377,51.8,2.47,2023-06-22,2024-04-13,296
ACC-30109,SITE-3437,25bc055a,TP-Link Archer C7,395.82,187,-48.3,4.83,4.0,39.23,-114.84,QPSK,Signal Fading,226,39.2,-0.89,2021-12-31,2022-02-05,36
ACC-74653,SITE-1022,c6c3eb92,Arris TG2492,1032.76,89,-71.7,8.3,4.85,42.5,-93.37,QAM256,Packet Drops,139,56.2,8.82,2020-05-17,2021-03-26,313
ACC-13594,SITE-7533,6b4879f0,Motorola MB7621,1291.07,35,-40.9,0.77,2.55,37.15,-102.4,QAM16,Packet Drops,231,55.8,-7.72,2022-01-13,2022-08-15,214
ACC-75396,SITE-8616,0518a885,Motorola MB7621,173.3,151,-66.4,0.93,2.73,35.63,-92.46,QAM64,Overheating,12,79.3,4.26,2022-07-10,2023-06-22,347
ACC-75183,SITE-8654,f9c9502c,Netgear CM500,181.19,270,-67.2,4.66,4.1,22.19,-56.79,QAM256,Packet Drops,277,62.0,-4.2,2020-05-05,2020-08-03,90
ACC-63397,SITE-2132,172c5df1,TP-Link Archer C7,659.72,319,-44.7,5.82,0.17,48.62,-46.92,QAM64,Overheating,187,69.8,-6.19,2023-11-18,2024-07-05,230
ACC-64772,SITE-8441,dab97261,Arris TG2492,642.01,281,-81.0,2.07,0.64,42.03,-117.82,QAM256,Overheating,41,80.8,2.09,2022-01-09,2022-01-12,3
ACC-21856,SITE-7288,48ceef31,Technicolor CGM4231,996.4,315,-87.2,4.6,3.29,43.93,-101.37,QAM256,CRC Errors,81,53.0,-7.44,2023-04-04,2023-05-16,42
ACC-11753,SITE-8957,94f9fc04,Netgear CM500,869.04,179,-93.1,6.1,2.76,26.09,-110.37,QAM16,Signal Fading,305,77.5,-9.52,2020-05-03,2021-02-07,280
ACC-29597,SITE-7539,56f59311,Arris TG2492,1402.39,255,-64.8,3.43,1.29,28.8,-47.98,QAM16,Signal Fading,167,54.9,3.85,2021-10-21,2022-06-20,242
ACC-86737,SITE-8340,a5eadb64,Technicolor CGM4231,913.3,281,-35.3,8.58,2.95,10.42,-82.05,QPSK,CRC Errors,105,78.6,-8.95,2020-07-17,2021-07-10,358
ACC-35599,SITE-2829,580c519d,Arris TG2492,250.16,104,-82.0,1.67,3.44,12.23,-99.23,QAM16,Signal Fading,24,65.6,1.94,2022-06-08,2023-02-01,238
ACC-19166,SITE-8558,1248e8ec,TP-Link Archer C7,1267.24,249,-67.5,8.56,0.25,16.49,-114.44,QAM16,Overheating,483,47.7,0.53,2022-05-11,2023-05-04,358
ACC-91864,SITE-8552,f425ef44,Motorola MB7621,1119.15,187,-94.9,9.89,4.2,24.32,-58.85,QPSK,Signal Fading,232,41.5,0.18,2020-09-02,2020-12-12,101
ACC-11604,SITE-4468,a5c38fc7,Arris TG2492,820.52,87,-47.7,3.36,1.98,44.04,-73.57,QAM256,CRC Errors,431,42.2,9.48,2023-11-08,2024-10-01,328
ACC-25211,SITE-8550,6f27fc88,Technicolor CGM4231,739.73,169,-67.0,7.9,0.98,35.47,-95.93,QAM64,Overheating,140,62.1,6.27,2021-09-15,2022-06-16,274
ACC-20374,SITE-3314,e6bbb328,Arris TG2492,597.19,89,-49.7,3.47,2.26,20.75,-55.47,QAM256,Packet Drops,309,59.4,2.79,2020-04-01,2020-11-15,228
ACC-54667,SITE-8328,79937251,Motorola MB7621,348.2,218,-69.1,9.82,3.63,14.48,-119.37,QAM16,Sync Loss,221,31.1,-6.5,2021-03-28,2022-01-17,295
ACC-40808,SITE-4846,41a194f4,Arris TG2492,707.93,128,-78.2,5.0,2.2,23.19,-73.67,QAM256,Signal Fading,218,41.2,-7.59,2020-03-24,2021-02-13,326
ACC-59205,SITE-2373,44893dd7,Technicolor CGM4231,1072.63,125,-71.3,2.8,1.89,43.08,-104.19,QAM16,Sync Loss,441,69.3,-4.16,2022-04-15,2022-10-30,198
ACC-57323,SITE-5622,38356d87,Technicolor CGM4231,1448.08,65,-36.1,7.76,0.95,38.02,-114.5,QAM16,Overheating,329,81.5,-5.43,2020-10-07,2020-10-17,10
ACC-96646,SITE-7313,f7499c8f,Netgear CM500,596.16,340,-76.4,7.19,0.34,35.89,-85.48,QAM64,Sync Loss,343,63.9,-9.75,2022-04-12,2023-03-31,353
ACC-75296,SITE-6493,87e70e13,TP-Link Archer C7,478.59,137,-99.7,5.99,1.69,27.97,-86.73,QAM16,Sync Loss,246,33.6,-9.31,2021-10-11,2022-01-02,83
ACC-57593,SITE-9203,a2361165,Netgear CM500,442.0,353,-62.6,1.63,4.63,41.26,-84.43,QPSK,Sync Loss,485,60.4,0.78,2020-02-17,2020-04-29,72
ACC-21501,SITE-2939,e34114c0,Technicolor CGM4231,862.09,135,-69.6,6.42,3.17,13.63,-74.87,QAM256,Packet Drops,8,76.8,-1.84,2020-08-10,2021-06-20,314
ACC-14438,SITE-5730,4c3cf8eb,Technicolor CGM4231,153.35,110,-31.9,0.61,0.12,31.58,-48.24,QAM64,Sync Loss,264,47.6,1.29,2023-07-22,2023-09-01,41
ACC-26072,SITE-1219,d3bedbe3,Arris TG2492,246.92,85,-34.9,3.76,1.41,30.63,-46.31,QAM256,Signal Fading,18,54.1,8.05,2020-11-03,2021-01-19,77
ACC-63440,SITE-5795,d9d3e831,Netgear CM500,602.85,350,-99.3,7.04,1.31,11.93,-103.66,QPSK,Overheating,136,67.7,6.87,2021-08-15,2021-11-14,91
ACC-47734,SITE-9097,e2fa393a,Technicolor CGM4231,1313.22,100,-62.4,8.47,1.68,25.02,-71.77,QAM16,Overheating,412,75.2,2.33,2020-07-29,2021-03-21,235
ACC-11719,SITE-9028,ac6619fd,Motorola MB7621,778.3,327,-51.1,1.02,0.63,26.54,-81.33,QPSK,Signal Fading,295,77.9,-4.75,2021-11-15,2022-07-18,245
ACC-47703,SITE-2112,d8370f08,Arris TG2492,810.45,324,-39.0,3.92,2.62,39.08,-76.26,QPSK,Signal Fading,271,39.0,-2.22,2023-10-10,2024-05-27,230
ACC-91273,SITE-8538,0312f8b4,TP-Link Archer C7,530.86,353,-89.6,1.47,3.65,28.67,-44.52,QPSK,Signal Fading,413,80.2,3.61,2022-12-24,2023-06-14,172
ACC-32561,SITE-3000,0c5f63f0,Motorola MB7621,1246.74,266,-69.0,8.9,0.59,19.22,-78.49,QPSK,Packet Drops,131,50.7,8.56,2020-01-19,2020-10-06,261
ACC-23329,SITE-7068,5f6b876c,Motorola MB7621,1221.67,167,-58.8,0.68,0.57,30.72,-85.36,QAM256,Overheating,51,55.4,-4.59,2023-04-10,2023-10-13,186
ACC-86057,SITE-3009,deb0ff30,Netgear CM500,932.31,114,-81.2,5.15,3.57,11.68,-117.48,QAM256,Packet Drops,249,50.4,-2.77,2022-04-27,2022-08-21,116
ACC-42230,SITE-2194,f18b12c4,Technicolor CGM4231,1399.68,349,-58.5,8.92,0.36,15.18,-41.55,QAM256,Overheating,490,65.9,5.09,2020-06-11,2020-06-20,9
ACC-52427,SITE-2554,e094de3a,Motorola MB7621,118.74,162,-64.5,4.85,3.22,10.79,-97.05,QAM16,Sync Loss,490,37.4,-5.75,2021-06-04,2021-07-07,33
ACC-11720,SITE-3143,243d3c44,Netgear CM500,969.73,308,-54.1,0.58,4.91,23.7,-81.02,QAM16,Packet Drops,38,44.8,2.17,2020-12-21,2021-12-07,351
ACC-23477,SITE-2717,3e7112a9,TP-Link Archer C7,309.93,224,-43.0,5.96,3.81,28.0,-50.59,QAM64,Sync Loss,231,42.1,6.18,2022-05-10,2022-10-27,170
ACC-63352,SITE-5732,71502c87,Netgear CM500,909.49,110,-36.9,5.32,0.51,38.3,-65.3,QAM16,Overheating,241,49.1,-1.47,2021-07-08,2022-02-18,225
ACC-17959,SITE-4826,5c9fd933,TP-Link Archer C7,785.59,118,-37.9,5.58,4.89,45.6,-110.45,QAM256,Overheating,439,49.2,7.76,2023-07-17,2024-03-29,256
ACC-58518,SITE-1439,7bb52643,TP-Link Archer C7,351.34,28,-90.9,6.8,3.42,43.69,-98.99,QAM16,Packet Drops,329,37.0,-7.68,2020-02-07,2020-03-28,50
ACC-40554,SITE-9033,f8fd57f5,Motorola MB7621,825.06,261,-80.4,8.82,1.85,21.51,-77.55,QPSK,Packet Drops,268,30.8,3.24,2023-03-29,2024-01-11,288
ACC-14429,SITE-2906,59bc21e7,Arris TG2492,314.51,264,-66.4,1.73,3.25,10.03,-83.29,QAM64,Packet Drops,214,82.2,-6.44,2020-12-13,2021-03-14,91
ACC-69181,SITE-6080,01227bc6,Motorola MB7621,717.89,159,-48.4,5.78,1.67,26.44,-54.15,QPSK,Sync Loss,8,55.6,6.68,2021-12-22,2022-10-14,296
ACC-92192,SITE-6123,c03d5b14,Motorola MB7621,1335.88,17,-70.8,4.89,3.29,18.34,-93.78,QAM256,Signal Fading,427,80.1,9.97,2021-03-03,2021-07-03,122
ACC-10102,SITE-3007,94d7d7ed,Motorola MB7621,812.59,113,-90.9,8.37,4.49,37.82,-49.65,QAM64,CRC Errors,349,39.2,-9.49,2023-04-06,2024-03-09,338
ACC-86984,SITE-8429,6aafaaf0,Motorola MB7621,1100.62,234,-57.3,5.87,4.88,23.41,-92.49,QPSK,Sync Loss,300,36.6,-8.97,2020-09-03,2021-06-19,289
ACC-85757,SITE-7076,31eb1fff,TP-Link Archer C7,1147.1,333,-76.1,3.72,4.56,14.85,-72.14,QAM64,Signal Fading,88,65.2,-8.4,2022-05-13,2023-03-28,319
ACC-79505,SITE-8579,c81e69ac,Arris TG2492,508.37,7,-85.2,7.46,0.14,24.82,-73.59,QAM64,Sync Loss,427,40.1,3.82,2020-05-03,2021-02-26,299
ACC-84639,SITE-6776,1d13a998,Netgear CM500,1035.93,103,-63.2,8.7,0.52,11.42,-92.88,QAM64,CRC Errors,156,36.8,0.91,2023-09-24,2024-09-20,362
ACC-62508,SITE-4292,c5261d00,Motorola MB7621,1122.14,54,-65.0,2.43,0.88,23.44,-45.57,QAM256,CRC Errors,242,45.2,-3.82,2020-07-09,2021-02-09,215
ACC-59889,SITE-2822,330488df,TP-Link Archer C7,1081.01,133,-44.9,2.51,4.74,14.64,-58.14,QAM16,CRC Errors,293,76.9,-4.78,2022-06-24,2022-07-23,29
ACC-27792,SITE-3949,8699289c,Technicolor CGM4231,1191.4,19,-32.7,1.07,4.97,41.83,-90.99,QAM16,Packet Drops,299,73.2,2.14,2020-06-27,2021-01-17,204
ACC-45868,SITE-5900,c5008eab,Technicolor CGM4231,221.44,351,-67.6,1.55,1.93,28.63,-42.82,QAM64,Signal Fading,145,44.0,-1.48,2023-04-16,2023-06-29,74
ACC-84384,SITE-9995,e3b579ee,TP-Link Archer C7,1320.4,205,-47.1,5.4,0.09,45.51,-80.03,QPSK,Sync Loss,208,55.7,7.3,2021-03-28,2021-12-14,261
ACC-12691,SITE-3742,56e3ead7,TP-Link Archer C7,1097.43,193,-64.6,0.59,3.9,38.85,-105.58,QAM256,Sync Loss,444,39.1,7.55,2020-11-17,2021-04-07,141
ACC-93527,SITE-9150,c2f28a8e,TP-Link Archer C7,988.07,171,-53.7,5.63,0.57,18.8,-56.12,QPSK,CRC Errors,25,74.7,-8.15,2022-03-27,2022-07-26,121
ACC-80937,SITE-8645,2ce338da,TP-Link Archer C7,774.75,348,-99.8,6.8,0.98,14.41,-114.09,QAM16,Overheating,427,81.8,6.75,2020-04-11,2020-09-12,154
ACC-27611,SITE-1666,021e13da,TP-Link Archer C7,368.05,354,-70.0,5.28,0.07,35.2,-62.17,QPSK,Sync Loss,155,49.0,-0.26,2022-09-25,2023-09-18,358
ACC-94566,SITE-2195,b350afd0,Technicolor CGM4231,1047.11,50,-59.3,2.19,4.66,22.14,-118.86,QAM64,Signal Fading,296,43.0,-4.99,2023-08-07,2024-05-12,279
ACC-58577,SITE-7484,3751be20,Technicolor CGM4231,1005.53,174,-89.1,9.7,4.02,11.02,-49.32,QAM64,Packet Drops,174,35.9,6.35,2020-08-30,2021-05-16,259
ACC-48103,SITE-1465,a7db1a71,Netgear CM500,1166.31,60,-95.9,4.36,3.76,45.33,-112.69,QAM16,Signal Fading,131,45.7,3.58,2021-01-27,2021-09-28,244
ACC-89732,SITE-8076,1f237526,TP-Link Archer C7,1006.14,314,-62.4,8.23,1.76,43.12,-85.03,QAM256,Sync Loss,439,38.9,3.25,2023-12-09,2024-10-26,322
ACC-29993,SITE-6786,d079bf80,Arris TG2492,759.19,339,-92.8,9.48,0.48,46.13,-60.0,QAM16,CRC Errors,30,66.5,-1.87,2021-01-04,2021-06-23,170
ACC-87229,SITE-2035,0b1e96ce,Motorola MB7621,893.81,43,-96.8,8.12,4.5,49.13,-97.46,QPSK,Overheating,416,69.9,2.55,2020-06-07,2021-06-02,360
ACC-83702,SITE-3605,d7f39601,Netgear CM500,1465.84,9,-85.9,8.79,0.41,41.42,-67.03,QAM64,CRC Errors,205,33.3,4.05,2023-10-29,2024-03-17,140
